"page_url","page_type_l1","page_type_l2","page_intent_l1","page_intent_l2","industry","page_topic","industry_normalized","page_topic_normalized","extracted_date"
"https://www.nerdwallet.com/the-best-credit-cards","Editorial","Guide","Informational","Compare","Finance","Best Credit Cards","Finance and Banking","Credit Cards",""
"https://www.nerdwallet.com/calculator/retirement-calculator","Transactional","Contact Form","Transactional","Evaluate","Finance","Retirement Planning","Finance and Banking","Retirement Planning",""
"https://www.nerdwallet.com/best/investing/online-brokers-for-stock-trading","Editorial","Guide","Informational","Compare","Finance","Online Brokers for Stock Trading","Finance and Banking","Investing",""
"https://www.nerdwallet.com/article/taxes/standard-deduction","Editorial","Guide","Informational","Learn","Finance","Standard Deduction in Taxes","Finance and Banking","Taxes",""
"https://www.nerdwallet.com/article/insurance/average-homeowners-insurance-cost","Editorial","Guide","Informational","Learn","Finance","Homeowners Insurance Costs","Finance and Banking","Insurance",""
"https://www.nerdwallet.com/cost-of-living-calculator","Editorial","Guide","Informational","Compare","Finance","Cost of Living Comparison","Finance and Banking","Personal Finance",""
"https://thepointsguy.com/guide/google-explore/","Editorial","Guide","Informational","Learn","Travel","Google Flights Explore","Travel and Tourism","Airlines",""
"https://thepointsguy.com/","Editorial","News Article","Informational","Learn","Travel","Hotel Booking Announcement","Travel and Tourism","Hotels",""
"https://thepointsguy.com/credit-cards/amex-centurion-black-card/","Editorial","Guide","Informational","Learn","Finance","Amex Centurion Black Card Benefits","Finance and Banking","Credit Cards",""
"https://thepointsguy.com/airline/best-time-to-book-a-flight/","Editorial","Guide","Informational","Learn","Travel","Best Time to Book Flights","Travel and Tourism","Airlines",""
"https://thepointsguy.com/deals/amazon-amex-membership-rewards-discount/","Editorial","News Article","Informational","Learn","Finance","Credit Card Rewards","Finance and Banking","Credit Cards",""
"https://thepointsguy.com/credit-cards/delta-reserve-amex-elite-status/","Editorial","Blog Post","Informational","Learn","Travel","Delta Reserve Amex and Airline Elite Status","Travel and Tourism","Airlines",""
"https://thepointsguy.com/cruise/royal-caribbean-cruise-drink-packages/","Editorial","Guide","Informational","Learn","Travel","Royal Caribbean Cruise Drink Packages","Travel and Tourism","Cruises",""
"https://thepointsguy.com/credit-cards/capital-one-venture-x-rewards-credit-card/","Commercial","Product Detail","Commercial","Evaluate","Finance","Capital One Venture X Rewards Credit Card","Finance and Banking","Credit Cards",""
"https://thepointsguy.com/cruise/royal-caribbean-cruise-ships-newest-oldest/","Editorial","Guide","Informational","Learn","Travel","Royal Caribbean Cruise Ships","Travel and Tourism","Cruises",""
"https://thepointsguy.com/credit-cards/amex-platinum-vs-chase-sapphire-reserve-which-card-is-right-for-you/","Editorial","Guide","Informational","Compare","Finance","Credit Card Comparison","Finance and Banking","Credit Cards",""
"https://thepointsguy.com/credit-cards/best/","Editorial","Guide","Informational","Learn","Finance","Best Credit Cards","Finance and Banking","Credit Cards",""
"https://thepointsguy.com/cruise/carnival-cruise-ships-by-size-biggest-to-smallest/","Editorial","Guide","Informational","Learn","Travel","Carnival Cruise Ships by Size","Travel and Tourism","Cruises",""
"https://thepointsguy.com/cruise/carnival-cruise-vs-norwegian/","Editorial","Guide","Informational","Compare","Travel","Cruise Line Comparison","Travel and Tourism","Cruises",""
"https://thepointsguy.com/travel/road-trips-from-houston/","Editorial","Guide","Informational","Learn","Travel","Road Trips from Houston","Travel and Tourism","Road Travel",""
"https://thepointsguy.com/loyalty-programs/chase-ultimate-rewards-transfer-partners/","Editorial","Guide","Informational","Learn","Finance","Chase Ultimate Rewards Transfer Partners","Finance and Banking","Credit Cards",""
"https://thepointsguy.com/news/american-brings-back-laguardia-boston-shuttle/","Editorial","News Article","Informational","Learn","Travel","Airline Industry News","Travel and Tourism","Airlines",""
"https://thepointsguy.com/travel/things-to-know-global-entry/","Editorial","Guide","Informational","Learn","Travel","Global Entry Program","Travel and Tourism","Travel Programs",""
"https://thepointsguy.com/credit-cards/how-to-choose-credit-card-airport-lounge-access/","Editorial","Guide","Informational","Learn","Finance","Credit Card Selection for Airport Lounge Access","Finance and Banking","Credit Cards",""
"https://thepointsguy.com/loyalty-programs/award-travelers-guide-to-marriott-bonvoy/","Editorial","Guide","Informational","Learn","Travel","Marriott Bonvoy Loyalty Program","Travel and Tourism","Hotels",""
"https://thepointsguy.com/credit-cards/","Commercial","Product Listing","Commercial","Browse","Finance","Credit Cards","Finance and Banking","Credit Cards",""
"https://thepointsguy.com/airline/tokyo-narita-vs-haneda-which-airport-should-i-fly-into/","Editorial","Guide","Informational","Learn","Travel","Tokyo Airports Comparison","Travel and Tourism","Airlines",""
"https://wallethub.com/","Navigational","Homepage","Navigational","Find Location","Finance","Personal Finance Management","Finance and Banking","Personal Finance",""
"https://wallethub.com/best-credit-cards","Editorial","Guide","Informational","Compare","Finance","Best Credit Cards","Finance and Banking","Credit Cards",""
"https://wallethub.com/answers/ci/is-100-a-month-for-car-insurance-expensive-2140780766/","Editorial","Guide","Informational","Learn","Finance","Car Insurance Costs","Finance and Banking","Insurance",""
"https://wallethub.com/answers/cc/costco-visa-login-1000308-2140757052/","Editorial","Guide","Informational","Learn","Finance","Costco Anywhere Visa Card Login Guide","Finance and Banking","Credit Cards",""
"https://wallethub.com/answers/pl/how-can-i-borrow-200-from-cash-app-2140836775/","Editorial","Guide","Informational","Learn","Finance","Borrowing Money from Cash App","Finance and Banking","Loans",""
"https://wallethub.com/answers/cc/tjmaxx-credit-card-payment-1000255-2140647047/","Editorial","Guide","Informational","Learn","Finance","TJX Credit Card Payment Guide","Finance and Banking","Credit Cards",""
"https://wallethub.com/answers/cc/what-is-24-apr-on-a-credit-card-1000248-2140743241/","Editorial","Guide","Informational","Learn","Finance","Credit Card Interest Rates","Finance and Banking","Credit Cards",""
"https://wallethub.com/d/milestone-credit-card-905c","Commercial","Product Detail","Commercial","Evaluate","Finance","Milestone Mastercard Credit Card Review","Finance and Banking","Credit Cards",""
"https://wallethub.com/best-credit-card-deals","Editorial","Guide","Informational","Learn","Finance","Best Credit Card Deals","Finance and Banking","Credit Cards",""
"https://wallethub.com/answers/ci/triple-a-towing-cost-1000068-2140765385/","Editorial","Q&A","Informational","Learn","Finance","AAA Towing Cost","Finance and Banking","Insurance",""
"https://wallethub.com/answers/cc/citibank-credit-card-login-1000308-2140757031/","Community","Thread","Informational","Learn","Finance","Citi Credit Card Login","Finance and Banking","Credit Cards",""
"https://wallethub.com/answers/ci/is-500-a-month-for-car-insurance-expensive-2140788740/","Editorial","Guide","Informational","Learn","Finance","Car Insurance Costs","Finance and Banking","Insurance",""
"https://wallethub.com/answers/cc/what-is-the-750-welcome-bonus-credit-card-2140858724/","Editorial","Guide","Informational","Learn","Finance","Credit Card Sign-Up Bonus Offers","Finance and Banking","Credit Cards",""
"https://wallethub.com/answers/cc/home-depot-credit-card-payment-1000255-2140678137/","Editorial","Q&A","Informational","Learn","Finance","Home Depot Credit Card Payment","Finance and Banking","Credit Cards",""
"https://wallethub.com/edu/e/states-with-the-best-schools/5335","Editorial","Article","Informational","Learn","Education","States with the Best Schools","Education","School Rankings",""
"https://wallethub.com/answers/cc/capital-one-credit-card-login-1000308-2140670257/","Community","Thread","Informational","Learn","Finance","Capital One Credit Card Login","Finance and Banking","Credit Cards",""
"https://wallethub.com/edu/best-and-worst-states-to-retire/18592","Editorial","Guide","Informational","Learn","Finance","Best and Worst States to Retire","Finance and Banking","Retirement Planning",""
"https://wallethub.com/answers/cc/easiest-navy-federal-credit-card-to-get-2140700022/","Editorial","Review","Informational","Learn","Finance","Navy Federal Credit Card Reviews","Finance and Banking","Credit Cards",""
